Rank,Difficulty,Score,Name,Level
464,Insane,27622783,Yukine,85
465,Insane,27622719,XGMYuzuNoRfrsh,85
466,Insane,27622719,LiLiA,85
467,Insane,27622591,咱不是夢莉控,85
468,Insane,27622591,Nahida,85
469,Insane,27622527,346,85
470,Insane,27622399,只の人,85
471,Insane,27622079,Ave,85
472,Insane,27622079,posca,85
473,Insane,27621951,SpyDemon,85
474,Insane,27621887,TSH AGArc,85
475,Insane,27621887,Tofudragon,85
476,Insane,27621887,Carolle,85
477,Insane,27621823,Saya,???
478,Insane,27621759,Pocha,85
479,Insane,27621503,Arradien,85
480,Insane,27621503,DY-Zlinito,85
481,Insane,27621503,XSeohyun,85
482,Insane,27621439,???,85
483,Insane,27621439,Lazu,85
484,Insane,27621375,CCIMK SUKKIE,85
485,Insane,27621375,Haruhime,85
486,Insane,27621375,Xenovia,85
487,Insane,27621311,whh,85
488,Insane,27621311,YukichiSensou,85
489,Insane,27621119,Anraels,85
490,Insane,27620991,Tsukiko-chan,85
491,Insane,27620927,Nreal,85
492,Insane,27620735,Soon,85
493,Insane,27620671,CC|Tezcph,85
494,Insane,27620543,Kei,85
495,Insane,27620351,Ame,85
496,Insane,27620287,Sion,85
497,Insane,27619903,Wrath,85
498,Insane,27619455,Her,85
499,Insane,27619327,GRD DanSi,85
500,Insane,27619199,白晶,85
501,Insane,27619199,Moose,85
502,Insane,27618751,アカネ,85
503,Insane,27618687,NongPogaming,85
504,Insane,27618431,Andomon,85
505,Insane,27618239,???,85
506,Insane,27618239,AyzR,85
507,Insane,27618175,Fiki,85
508,Insane,27618111,柏起,85
509,Insane,27617919,GlacierFrost,85
510,Insane,27617791,Karyon,85
511,Insane,27617727,KAMO,85
512,Insane,27617599,Wareg,85
513,Insane,27617471,LLRNN,85
514,Insane,27617407,Jiang,85
515,Insane,27617407,Geumju,85
516,Insane,27617343,???,85
517,Insane,27617215,???,85
518,Insane,27617023,Brutalseggg,85
519,Insane,27616895,大番曹,85
520,Insane,27616703,Renasim,85
521,Insane,27616639,CarenHortensia,85
522,Insane,27616575,fr2tgmr,85
523,Insane,27616511,xEMiLiAx,85
524,Insane,27616383,FazelNeir,85
525,Insane,27616383,TSH Lyums3,85
526,Insane,27616319,FuThisGame,85
527,Insane,27616255,Taurus,85
528,Insane,27616127,토레,85
529,Insane,27615999,หางนมฟ,85
530,Insane,27615807,Paradox,85
531,Insane,27615615, โคร็อกเกะ,85
532,Insane,27615487,PinkArchive,85
533,Insane,27615423,Utaha,85
534,Insane,27615295,Rin,85
535,Insane,27615103,歸心,85
536,Insane,27614975,DY-3 Kitsune,85
537,Insane,27614591,GN-Shirooo,85
538,Insane,27614527,板栗,85
539,Insane,27614463,Hima,85
540,Insane,27614399,Rhyxia,85
541,Insane,27614399,DY-6|Shinkuu,85
542,Insane,27614271,Gongsden,85
543,Insane,27614271,Cryo,85
544,Insane,27614271,MA,85
545,Insane,27614207,Ki,85
546,Insane,27614207,Kill,85
547,Insane,27614015,Shiraori,85
548,Insane,27613951,kshire,85
549,Insane,27613951,Fin Alize,85
550,Insane,27613951,???,85
551,Insane,27613887,DY-1|,85
552,Insane,27613759,FuRobert,85
553,Insane,27613759,NS-Hyt,85
554,Insane,27613695,+,85
555,Insane,27613375,Tsukiko,85
556,Insane,27613247,ConCede,85
557,Insane,27613247,เล,85
558,Insane,27613247,???,85
559,Insane,27613119,ALICE,85
560,Insane,27612991,Avei,85
561,Insane,27612863,Mirage,85
562,Insane,27612735,LuckyAya,85
563,Insane,27612607,ScrewDiver,85
564,Insane,27612415,白洲梓,85
565,Insane,27612415,Theu,85
566,Insane,27612287,MayVieta,85
567,Insane,27612095,REDSANJI,85
568,Insane,27611903,???,85
569,Insane,27611839,nut26435,85
570,Insane,27611775,Kuze,85
