Rank,Difficulty,Score,Name,Level
607,Insane,27518015,ryuuji,85
608,Insane,27518015,DOC,85
609,Insane,27518015,ShinRunnerIst,85
610,Insane,27517887,RunXRun,85
611,Insane,27517887,Shion,85
612,Insane,27517823,Iodine,85
613,Insane,27517759,Accelerat3,85
614,Insane,27517759,gaga,85
615,Insane,27517695,JE,85
616,Insane,27517695,不存在的大人,85
617,Insane,27517631,Harudi,85
618,Insane,27517631,RB| wijen,85
619,Insane,27517567,AriqNadhim,85
620,Insane,27517503,sakuragimizuha,85
621,Insane,27517375,Seiryu,85
622,Insane,27517375,DGHypeRZ,85
623,Insane,27517311,Non,85
624,Insane,27517247,Akiha,85
625,Insane,27517183,NiNaoLinanis,85
626,Insane,27517183,Yor,85
627,Insane,27517119,RahXephon,85
628,Insane,27517119,Popo98g,85
629,Insane,27517055,Horizon,85
630,Insane,27517055,Erika,85
631,Insane,27516991,FuRobert,85
632,Insane,27516991,ライン,85
633,Insane,27516863,W,85
634,Insane,27516863,GHC |Qoya,85
635,Insane,27516799,Distrbed1Ok,85
636,Insane,27516799,Jonwill,85
637,Insane,27516735,養豚場之公眾便所,85
638,Insane,27516671,DY-6 9/GODHE,85
639,Insane,27516671,Ame,85
640,Insane,27516671,ไม่กินผัก,85
641,Insane,27516671,Gallad,85
642,Insane,27516607,NasuyaSama,85
643,Insane,27516543,卡夫卡的天空,85
644,Insane,27516479,Beetato,85
645,Insane,27516479,kanotic,85
646,Insane,27516415,oOttOo,85
647,Insane,27516415,1,85
648,Insane,27516351,Vuhn,85
649,Insane,27516351,TSHJ Yasana,85
650,Insane,27516287,Phone,85
651,Insane,27516287,Nonus,85
652,Insane,27516287,NYX,85
653,Insane,27516095,TSHJ Kinpachu,85
654,Insane,27516095,KAIJU,85
655,Insane,27516031,Minz,85
656,Insane,27515967,ChisAto,85
657,Insane,27515967,Kanutm,85
658,Insane,27515903,icedragon,85
659,Insane,27515839,mika,85
660,Insane,27515775,kleizen,85
661,Insane,27515519,LordSR,85
662,Insane,27515519,Ainvel,85
663,Insane,27515455,Tstz,85
664,Insane,27515391,Genista,85
665,Insane,27515391,Link,85
666,Insane,27515391,YoKaze,85
667,Insane,27515327,DY-1 Dabito,85
668,Insane,27515263,PrinzEugen,85
669,Insane,27515263,TruShiro,85
670,Insane,27515263,ARS| RinSo,85
671,Insane,27515263,Kuze,85
672,Insane,27515199,Leo,85
673,Insane,27515199,在初夏等待,85
674,Insane,27515135,ithi,85
675,Insane,27515135,JokKick,85
676,Insane,27515135,Alex,85
677,Insane,27515007,TheGoldenBread,85
678,Insane,27514943,???,85
679,Insane,27514879,atomic ~,???
680,Insane,27514879,SC,85
681,Insane,27514879,ALYCE,85
682,Insane,27514815,CCIGoya,85
683,Insane,27514815,Timemon,85
684,Insane,27514751,HUY,85
685,Insane,27514687,yuluo,???
686,Insane,27514687,Agusnata,85
687,Insane,27514687,Veli,85
688,Insane,27514687,Kaimiru,85
689,Insane,27514687,Mosin,85
690,Insane,27514687,Kilgo,85
691,Insane,27514687,satorri,85
692,Insane,27514623,Phantasia,85
693,Insane,27514559,夏目由岐,85
694,Insane,27514559,shob,85
695,Insane,27514559,KissShot,85
696,Insane,27514495,Train,85
697,Insane,27514431,MikaKamii,85
698,Insane,27514367,CC |Godji,85
699,Insane,27514367,นาซูรู,85
700,Insane,27514367,Dantalian,85
701,Insane,27514303,鈴貓貓,85
702,Insane,27514303,Mika,85
703,Insane,27514239,str,85
704,Insane,27514175,Devas,85
705,Insane,27514175,Dora343,85
706,Insane,27514175,Nickelis,85
707,Insane,27514111,CCPHANAGUMO,85
708,Insane,27514111,Dorabit,85
709,Insane,27514111,Mag,85
710,Insane,27514111,Shea,85
711,Insane,27514047,???,85
712,Insane,27514047,Tanne,85
713,Insane,27514047,ARSI Faza,85
714,Insane,27513983,Azuren,85
715,Insane,27513983,ChieN,85
716,Insane,27513983,Ledah,85
717,Insane,27513983,โรห,85
718,Insane,27513919,Empty,85
719,Insane,27513855,???,85
720,Insane,27513855,梓噌,85
721,Insane,27513855,ScrewDiver,85
722,Insane,27513855,Kiel,85
723,Insane,27513727,Sylphin,85
724,Insane,27513727,Shinichy,85
725,Insane,27513727,Ivantoh,85
726,Insane,27513663,Neru,85
727,Insane,27513663,Miaoyi,85
728,Insane,27513663,peepoSad,85
729,Insane,27513663,Xega,85
730,Insane,27513599,GHCImq,85
731,Insane,27513535,流浪的小野猫,85
